timestamp,base_fee_gwei
2025-03-25 14:55:33.222819,2.334356906326422
2025-03-25 15:55:33.222819,2.7592600212369995
2025-03-25 16:55:33.222819,2.625534981387041
2025-03-25 17:55:33.222819,2.797518018957305
2025-03-25 18:55:33.222819,2.417610817165002
2025-03-25 19:55:33.222819,2.461975570020573
2025-03-25 20:55:33.222819,1.8372865292456158
2025-03-25 21:55:33.222819,1.4396540512244216
2025-03-25 22:55:33.222819,1.0121759972815945
2025-03-25 23:55:33.222819,0.49580100587430975
2025-03-26 00:55:33.222819,0.5103520776531699
2025-03-26 01:55:33.222819,0.4524280239514358
2025-03-26 02:55:33.222819,0.4966873041502223
2025-03-26 03:55:33.222819,0.4669711352966702
2025-03-26 04:55:33.222819,0.5067796774733435
2025-03-26 05:55:33.222819,0.4634507306584795
2025-03-26 06:55:33.222819,0.691930572923054
2025-03-26 07:55:33.222819,0.9827362807072808
2025-03-26 08:55:33.222819,1.1552143971912492
2025-03-26 09:55:33.222819,1.4171523256723146
2025-03-26 10:55:33.222819,1.8452520432347308
2025-03-26 11:55:33.222819,1.9559440923241302
2025-03-26 12:55:33.222819,2.0691653519901916
2025-03-26 13:55:33.222819,2.048419799745494
2025-03-26 14:55:33.222819,2.3012623108214894
2025-03-26 15:55:33.222819,2.492544076796988
2025-03-26 16:55:33.222819,2.7449905243475596
2025-03-26 17:55:33.222819,2.774186564779836
2025-03-26 18:55:33.222819,2.742603082209362
2025-03-26 19:55:33.222819,2.065713031565526
2025-03-26 20:55:33.222819,2.00814005984927
2025-03-26 21:55:33.222819,1.4496726665641722
2025-03-26 22:55:33.222819,1.0739068976815318
2025-03-26 23:55:33.222819,0.5303857495499037
2025-03-27 00:55:33.222819,0.4961504322574685
2025-03-27 01:55:33.222819,0.4756651758393591
2025-03-27 02:55:33.222819,0.46726917060965956
2025-03-27 03:55:33.222819,0.4557740286060491
2025-03-27 04:55:33.222819,0.49159887495705223
2025-03-27 05:55:33.222819,0.5286507582932
2025-03-27 06:55:33.222819,0.8013293182586361
2025-03-27 07:55:33.222819,0.9087939524447282
2025-03-27 08:55:33.222819,1.281218466442172
2025-03-27 09:55:33.222819,1.4453928550010062
2025-03-27 10:55:33.222819,1.5213802096156723
2025-03-27 11:55:33.222819,1.9846573955631717
2025-03-27 12:55:33.222819,2.0366115627486705
2025-03-27 13:55:33.222819,2.276217944240627
2025-03-27 14:55:33.222819,2.372710609313609
2025-03-27 15:55:33.222819,2.8072636667631214
2025-03-27 16:55:33.222819,2.914459479499605
2025-03-27 17:55:33.222819,2.8292236912746542
2025-03-27 18:55:33.222819,2.7053287321335775
2025-03-27 19:55:33.222819,2.169257280031839
2025-03-27 20:55:33.222819,2.031818058091067
2025-03-27 21:55:33.222819,1.4634546977058163
2025-03-27 22:55:33.222819,1.098776964711662
2025-03-27 23:55:33.222819,0.47558989264755114
2025-03-28 00:55:33.222819,0.4839641164117691
2025-03-28 01:55:33.222819,0.4750200589487769
2025-03-28 02:55:33.222819,0.42179495022427366
2025-03-28 03:55:33.222819,0.42813111696978723
2025-03-28 04:55:33.222819,0.44937678339766113
2025-03-28 05:55:33.222819,0.4540487797446914
2025-03-28 06:55:33.222819,0.7023076814184043
2025-03-28 07:55:33.222819,0.9160418170191101
2025-03-28 08:55:33.222819,1.1692299511594348
2025-03-28 09:55:33.222819,1.4740739477530187
2025-03-28 10:55:33.222819,1.4271355881976282
2025-03-28 11:55:33.222819,1.5514263979986684
